file_name,type
CF-172_0.png,clef.c
CF-172_1.png,oblique2
CF-172_2.png,punctum
CF-172_3.png,inclinatum
CF-172_4.png,inclinatum
CF-172_5.png,punctum
CF-172_6.png,punctum
CF-172_7.png,punctum
CF-172_8.png,punctum
CF-172_9.png,punctum
CF-172_10.png,punctum
CF-172_11.png,oblique2
CF-172_12.png,punctum
CF-172_13.png,punctum
CF-172_14.png,punctum
CF-172_15.png,punctum
CF-172_16.png,punctum
CF-172_17.png,punctum
CF-172_18.png,punctum
CF-172_19.png,punctum
CF-172_20.png,punctum
CF-172_21.png,punctum
CF-172_22.png,punctum
CF-172_23.png,punctum
CF-172_24.png,punctum
CF-172_25.png,punctum
CF-172_26.png,punctum
CF-172_27.png,punctum
CF-172_28.png,punctum
CF-172_29.png,inclinatum
CF-172_30.png,inclinatum
CF-172_31.png,custos
CF-172_32.png,inclinatum
CF-172_33.png,inclinatum
CF-172_34.png,punctum
CF-172_35.png,inclinatum
CF-172_36.png,inclinatum
CF-172_37.png,punctum
CF-172_38.png,inclinatum
CF-172_39.png,inclinatum
CF-172_40.png,punctum
CF-172_41.png,punctum
CF-172_42.png,punctum
CF-172_43.png,custos
CF-172_44.png,punctum
CF-172_45.png,punctum
CF-172_46.png,punctum
CF-172_47.png,punctum
CF-172_48.png,punctum
CF-172_49.png,punctum
CF-172_50.png,punctum
CF-172_51.png,punctum
CF-172_52.png,punctum
CF-172_53.png,punctum
CF-172_54.png,inclinatum
CF-172_55.png,inclinatum
CF-172_56.png,punctum
CF-172_57.png,punctum
CF-172_58.png,punctum
CF-172_59.png,oblique2
CF-172_60.png,punctum
CF-172_61.png,inclinatum
CF-172_62.png,inclinatum
CF-172_63.png,punctum
CF-172_64.png,punctum
CF-172_65.png,punctum
CF-172_66.png,punctum
CF-172_67.png,punctum
CF-172_68.png,punctum
CF-172_69.png,punctum
CF-172_70.png,punctum
CF-172_71.png,punctum
CF-172_72.png,punctum
CF-172_73.png,punctum
CF-172_74.png,inclinatum
CF-172_75.png,inclinatum
CF-172_76.png,punctum
CF-172_77.png,punctum
CF-172_78.png,punctum
CF-172_79.png,custos
CF-172_80.png,clef.c
CF-172_81.png,punctum
CF-172_82.png,punctum
CF-172_83.png,punctum
CF-172_84.png,punctum
CF-172_85.png,inclinatum
CF-172_86.png,inclinatum
CF-172_87.png,punctum
CF-172_88.png,punctum
CF-172_89.png,punctum
CF-172_90.png,punctum
CF-172_91.png,punctum
CF-172_92.png,punctum
CF-172_93.png,punctum
CF-172_94.png,punctum
CF-172_95.png,oblique2
CF-172_96.png,punctum
CF-172_97.png,punctum
CF-172_98.png,punctum
CF-172_99.png,punctum
CF-172_100.png,oblique2
CF-172_101.png,punctum
CF-172_102.png,punctum
CF-172_103.png,punctum
CF-172_104.png,punctum
CF-172_105.png,punctum
CF-172_106.png,punctum
CF-172_107.png,punctum
CF-172_108.png,inclinatum
CF-172_109.png,inclinatum
CF-172_110.png,punctum
CF-172_111.png,oblique2
CF-172_112.png,punctum
CF-172_113.png,punctum
CF-172_114.png,punctum
CF-172_115.png,punctum
CF-172_116.png,punctum
CF-172_117.png,punctum
CF-172_118.png,punctum
CF-172_119.png,punctum
CF-172_120.png,custos
CF-172_121.png,clef.c
CF-172_122.png,punctum
CF-172_123.png,inclinatum
CF-172_124.png,inclinatum
CF-172_125.png,punctum
CF-172_126.png,punctum
CF-172_127.png,inclinatum
CF-172_128.png,inclinatum
CF-172_129.png,inclinatum
CF-172_130.png,punctum
CF-172_131.png,punctum
CF-172_132.png,oblique3
CF-172_133.png,punctum
CF-172_134.png,punctum
CF-172_135.png,custos
CF-172_136.png,inclinatum
CF-172_137.png,punctum
CF-172_138.png,punctum
CF-172_139.png,punctum
CF-172_140.png,punctum
CF-172_141.png,punctum
CF-172_142.png,punctum
CF-172_143.png,inclinatum
CF-172_144.png,inclinatum
CF-172_145.png,punctum
CF-172_146.png,punctum
CF-172_147.png,punctum
CF-172_148.png,punctum
CF-172_149.png,punctum
CF-172_150.png,punctum
CF-172_151.png,punctum
CF-172_152.png,punctum
CF-172_153.png,punctum
CF-172_154.png,punctum
CF-172_155.png,custos
CF-172_156.png,inclinatum
CF-172_157.png,inclinatum
CF-172_158.png,punctum
CF-172_159.png,punctum
CF-172_160.png,punctum
CF-172_161.png,punctum
CF-172_162.png,punctum
CF-172_163.png,punctum
CF-172_164.png,punctum
CF-172_165.png,punctum
CF-172_166.png,punctum
CF-172_167.png,punctum
CF-172_168.png,punctum
CF-172_169.png,punctum
CF-172_170.png,punctum
CF-172_171.png,punctum
CF-172_172.png,punctum
CF-172_173.png,punctum
CF-172_174.png,punctum
CF-172_175.png,punctum
CF-172_176.png,punctum
CF-172_177.png,punctum
CF-172_178.png,punctum
CF-172_179.png,punctum
CF-172_180.png,punctum
CF-172_181.png,punctum
CF-172_182.png,punctum
CF-172_183.png,punctum
CF-172_184.png,custos
CF-172_185.png,clef.c
CF-172_186.png,punctum
CF-172_187.png,oblique2
CF-172_188.png,punctum
CF-172_189.png,inclinatum
CF-172_190.png,inclinatum
CF-172_191.png,punctum
CF-172_192.png,punctum
CF-172_193.png,oblique2
