file_name,type
CF-186_0.png,clef.c
CF-186_1.png,punctum
CF-186_2.png,punctum
CF-186_3.png,punctum
CF-186_4.png,punctum
CF-186_5.png,punctum
CF-186_6.png,punctum
CF-186_7.png,punctum
CF-186_8.png,punctum
CF-186_9.png,punctum
CF-186_10.png,punctum
CF-186_11.png,custos
CF-186_12.png,clef.c
CF-186_13.png,punctum
CF-186_14.png,punctum
CF-186_15.png,punctum
CF-186_16.png,punctum
CF-186_17.png,custos
CF-186_18.png,clef.c
CF-186_19.png,punctum
CF-186_20.png,punctum
CF-186_21.png,punctum
CF-186_22.png,punctum
CF-186_23.png,punctum
CF-186_24.png,punctum
CF-186_25.png,punctum
CF-186_26.png,punctum
CF-186_27.png,punctum
CF-186_28.png,punctum
CF-186_29.png,punctum
CF-186_30.png,inclinatum
CF-186_31.png,punctum
CF-186_32.png,punctum
CF-186_33.png,custos
CF-186_34.png,clef.c
CF-186_35.png,punctum
CF-186_36.png,punctum
CF-186_37.png,punctum
CF-186_38.png,punctum
CF-186_39.png,punctum
CF-186_40.png,punctum
CF-186_41.png,punctum
CF-186_42.png,punctum
CF-186_43.png,punctum
CF-186_44.png,punctum
CF-186_45.png,punctum
CF-186_46.png,inclinatum
CF-186_47.png,inclinatum
CF-186_48.png,punctum
CF-186_49.png,punctum
CF-186_50.png,punctum
CF-186_51.png,punctum
CF-186_52.png,punctum
CF-186_53.png,punctum
CF-186_54.png,punctum
CF-186_55.png,punctum
CF-186_56.png,punctum
CF-186_57.png,punctum
CF-186_58.png,punctum
CF-186_59.png,punctum
CF-186_60.png,punctum
CF-186_61.png,punctum
CF-186_62.png,custos
CF-186_63.png,clef.c
CF-186_64.png,punctum
CF-186_65.png,punctum
CF-186_66.png,punctum
CF-186_67.png,punctum
CF-186_68.png,punctum
CF-186_69.png,punctum
CF-186_70.png,punctum
CF-186_71.png,punctum
CF-186_72.png,punctum
CF-186_73.png,punctum
CF-186_74.png,punctum
CF-186_75.png,punctum
CF-186_76.png,punctum
CF-186_77.png,punctum
CF-186_78.png,punctum
CF-186_79.png,punctum
CF-186_80.png,custos
CF-186_81.png,clef.c
CF-186_82.png,punctum
CF-186_83.png,punctum
CF-186_84.png,punctum
CF-186_85.png,punctum
CF-186_86.png,punctum
CF-186_87.png,punctum
CF-186_88.png,inclinatum
CF-186_89.png,inclinatum
CF-186_90.png,inclinatum
CF-186_91.png,punctum
CF-186_92.png,punctum
CF-186_93.png,punctum
CF-186_94.png,punctum
CF-186_95.png,punctum
CF-186_96.png,punctum
CF-186_97.png,punctum
CF-186_98.png,punctum
CF-186_99.png,punctum
CF-186_100.png,punctum
CF-186_101.png,punctum
CF-186_102.png,punctum
CF-186_103.png,punctum
CF-186_104.png,punctum
CF-186_105.png,punctum
CF-186_106.png,punctum
CF-186_107.png,punctum
CF-186_108.png,punctum
CF-186_109.png,punctum
CF-186_110.png,punctum
CF-186_111.png,punctum
CF-186_112.png,punctum
CF-186_113.png,punctum
CF-186_114.png,punctum
CF-186_115.png,punctum
CF-186_116.png,punctum
CF-186_117.png,punctum
CF-186_118.png,punctum
CF-186_119.png,punctum
CF-186_120.png,punctum
CF-186_121.png,punctum
CF-186_122.png,punctum
CF-186_123.png,custos
CF-186_124.png,clef.c
CF-186_125.png,punctum
CF-186_126.png,punctum
CF-186_127.png,punctum
CF-186_128.png,punctum
CF-186_129.png,punctum
CF-186_130.png,punctum
CF-186_131.png,punctum
CF-186_132.png,punctum
CF-186_133.png,punctum
CF-186_134.png,punctum
CF-186_135.png,punctum
CF-186_136.png,punctum
CF-186_137.png,punctum
CF-186_138.png,punctum
CF-186_139.png,punctum
CF-186_140.png,punctum
CF-186_141.png,punctum
CF-186_142.png,punctum
CF-186_143.png,punctum
CF-186_144.png,punctum
CF-186_145.png,punctum
CF-186_146.png,punctum
CF-186_147.png,custos
CF-186_148.png,clef.c
CF-186_149.png,punctum
CF-186_150.png,punctum
CF-186_151.png,custos
CF-186_152.png,clef.c
CF-186_153.png,punctum
CF-186_154.png,punctum
CF-186_155.png,punctum
CF-186_156.png,punctum
CF-186_157.png,punctum
CF-186_158.png,punctum
CF-186_159.png,punctum
CF-186_160.png,punctum
CF-186_161.png,punctum
CF-186_162.png,punctum
CF-186_163.png,punctum
CF-186_164.png,punctum
CF-186_165.png,punctum
CF-186_166.png,custos
CF-186_167.png,clef.c
CF-186_168.png,punctum
CF-186_169.png,punctum
CF-186_170.png,punctum
CF-186_171.png,punctum
CF-186_172.png,punctum
CF-186_173.png,punctum
CF-186_174.png,punctum
CF-186_175.png,punctum
CF-186_176.png,punctum
CF-186_177.png,punctum
CF-186_178.png,punctum
CF-186_179.png,punctum
CF-186_180.png,punctum
CF-186_181.png,punctum
CF-186_182.png,punctum
CF-186_183.png,punctum
CF-186_184.png,punctum
CF-186_185.png,punctum
CF-186_186.png,punctum
CF-186_187.png,punctum
CF-186_188.png,punctum
CF-186_189.png,punctum
CF-186_190.png,punctum
CF-186_191.png,punctum
CF-186_192.png,punctum
CF-186_193.png,oblique2
CF-186_194.png,punctum
CF-186_195.png,punctum
CF-186_196.png,punctum
CF-186_197.png,punctum
CF-186_198.png,punctum
CF-186_199.png,punctum
CF-186_200.png,punctum
CF-186_201.png,punctum
CF-186_202.png,punctum
CF-186_203.png,punctum
CF-186_204.png,punctum
CF-186_205.png,punctum
CF-186_206.png,punctum
CF-186_207.png,punctum
CF-186_208.png,punctum
CF-186_209.png,punctum
CF-186_210.png,punctum
CF-186_211.png,punctum
CF-186_212.png,punctum
CF-186_213.png,punctum
CF-186_214.png,punctum
CF-186_215.png,custos
CF-186_216.png,clef.c
CF-186_217.png,punctum
CF-186_218.png,punctum
CF-186_219.png,punctum
CF-186_220.png,punctum
CF-186_221.png,punctum
CF-186_222.png,punctum
CF-186_223.png,punctum
CF-186_224.png,punctum
CF-186_225.png,punctum
CF-186_226.png,punctum
CF-186_227.png,punctum
CF-186_228.png,punctum
CF-186_229.png,punctum
CF-186_230.png,punctum
CF-186_231.png,punctum
CF-186_232.png,punctum
CF-186_233.png,punctum
CF-186_234.png,punctum
CF-186_235.png,punctum
CF-186_236.png,punctum
CF-186_237.png,punctum
CF-186_238.png,punctum
CF-186_239.png,punctum
CF-186_240.png,punctum
CF-186_241.png,inclinatum
CF-186_242.png,inclinatum
CF-186_243.png,custos
CF-186_244.png,clef.c
CF-186_245.png,punctum
CF-186_246.png,inclinatum
CF-186_247.png,inclinatum
CF-186_248.png,punctum
CF-186_249.png,punctum
CF-186_250.png,punctum
CF-186_251.png,punctum
CF-186_252.png,custos
CF-186_253.png,punctum
CF-186_254.png,punctum
CF-186_255.png,punctum
CF-186_256.png,punctum
CF-186_257.png,punctum
CF-186_258.png,inclinatum
CF-186_259.png,inclinatum
CF-186_260.png,punctum
CF-186_261.png,punctum
CF-186_262.png,oblique3
CF-186_263.png,punctum
CF-186_264.png,punctum
CF-186_265.png,punctum
CF-186_266.png,punctum
